player_id,period_id,period_name,activity_id,period_start_time,position_name_en,is_official_match,total_distance,acc_band7plus_total_effort_count,velocity_band6plus7_total_distance,height,weight,date_of_birth
37191,period_3707,G 1960,activity_4304,2024-09-13T00:00:00Z,Central Back,null,3237.77387162856,5,0,184,79,1997-06-22
37191,period_1893,G 0260,activity_958,2024-07-26T00:00:00Z,Central Back,null,1046.543336468558,12,23.376799495078618,184,79,1997-06-22
37191,period_425,G 1960,activity_3385,2025-02-14T00:00:00Z,Central Back,null,1098.6119645076499,3,0,184,79,1997-06-22
37191,period_4400,TEC 7376,activity_1415,2025-05-07T00:00:00Z,Central Back,null,517.7587381524442,0,0,184,79,1997-06-22
37191,period_522,BP 1822,activity_1389,2024-12-16T00:00:00Z,Central Back,null,523.505565820628,3,0,184,79,1997-06-22
37191,period_3834,G 3473,activity_1951,2025-04-19T00:00:00Z,Central Back,null,1058.7283621846693,1,23.866350074398156,184,79,1997-06-22
37191,period_1607,G 3218,activity_2423,2025-01-01T00:00:00Z,Central Back,null,1565.826543645399,4,0,184,79,1997-06-22
37191,period_2586,TAC 5940,activity_3532,2024-09-16T00:00:00Z,Central Back,null,855.7766629210862,0,0,184,79,1997-06-22
37191,period_4318,G 8095,activity_2210,2025-05-16T00:00:00Z,Central Back,null,2871.545881328236,8,0,184,79,1997-06-22
37191,period_233,BP 2351,activity_1060,2025-02-21T00:00:00Z,Central Back,null,1553.4345473295602,4,0,184,79,1997-06-22
37191,period_2152,G 0106,activity_4655,2025-04-06T00:00:00Z,Central Back,null,583.8865800903648,4,0,184,79,1997-06-22
37191,period_483,BP 2654,activity_2160,2024-07-29T00:00:00Z,Central Back,null,794.4300548324646,8,0,184,79,1997-06-22
37191,period_3163,TAC 7525,activity_3243,2024-10-17T00:00:00Z,Central Back,null,1191.3157825155097,0,0,184,79,1997-06-22
37191,period_4782,TAC 0133,activity_3638,2024-08-17T00:00:00Z,Central Back,null,628.1192647368975,5,8.64557336233753,184,79,1997-06-22
37191,period_4354,TEC 5341,activity_4655,2025-04-06T00:00:00Z,Central Back,null,220.77162218639376,2,0,184,79,1997-06-22
37191,period_944,TAC 7848,activity_4744,2025-05-09T00:00:00Z,Central Back,null,1792.3978732262026,5,0,184,79,1997-06-22
37191,period_525,TAC 7525,activity_4208,2025-05-02T00:00:00Z,Central Back,null,562.0585399618257,6,23.55799990844884,184,79,1997-06-22
37191,period_1724,TEC 5328,activity_1431,2025-01-30T00:00:00Z,Central Back,null,249.99584755103908,0,0,184,79,1997-06-22
37191,period_4270,G 7015,activity_486,2024-08-11T00:00:00Z,Central Back,null,1295.6792529753884,3,0,184,79,1997-06-22
37191,period_2228,G 1960,activity_1473,2025-05-17T00:00:00Z,Central Back,null,1485.4088248150083,8,0,184,79,1997-06-22
37191,period_1370,G 8963,activity_1415,2025-05-07T00:00:00Z,Central Back,null,770.6369279394587,9,0,184,79,1997-06-22
37191,period_1683,G 5931,activity_2060,2025-05-22T00:00:00Z,Central Back,null,2641.769484068836,1,0,184,79,1997-06-22
37191,period_4602,G 7242,activity_3516,2025-04-24T00:00:00Z,Central Back,null,1142.919430845927,7,0,184,79,1997-06-22
37191,period_2149,TEC 5098,activity_2210,2025-05-16T00:00:00Z,Central Back,null,392.3954926431255,3,0,184,79,1997-06-22
37191,period_1334,BP 2351,activity_1501,2024-10-07T00:00:00Z,Central Back,null,466.9669662222578,7,0,184,79,1997-06-22
37191,period_1456,BP 2351,activity_1951,2025-04-19T00:00:00Z,Central Back,null,570.7028267269169,0,0,184,79,1997-06-22
37191,period_3701,G 3872,activity_2148,2024-07-16T00:00:00Z,Central Back,null,963.1991297779332,1,0,184,79,1997-06-22
37191,period_2438,BP 2351,activity_2516,2025-04-10T00:00:00Z,Central Back,null,1286.600267890468,6,0,184,79,1997-06-22
37191,period_2583,TEC 5341,activity_1501,2024-10-07T00:00:00Z,Central Back,null,696.8021706881859,0,0,184,79,1997-06-22
37191,period_4753,BP 1849,activity_2516,2025-04-10T00:00:00Z,Central Back,null,286.9861636645791,0,0,184,79,1997-06-22
37191,period_3614,G 5931,activity_109,2024-11-30T00:00:00Z,Central Back,null,738.9001179934606,4,0,184,79,1997-06-22
37191,period_2894,TAC 0133,activity_4699,2024-07-30T00:00:00Z,Central Back,null,2031.29287864085,4,25.896074034852578,184,79,1997-06-22
37191,period_3585,TAC 7525,activity_2601,2024-12-21T00:00:00Z,Central Back,null,931.6358576721491,1,13.410708884581263,184,79,1997-06-22
37191,period_1471,TAC 3056,activity_2423,2025-01-01T00:00:00Z,Central Back,null,696.6978877179905,0,0,184,79,1997-06-22
37191,period_64,BP 5376,activity_4651,2024-07-19T00:00:00Z,Central Back,null,787.0216636791688,0,0,184,79,1997-06-22
37191,period_4438,G 3164,activity_202,2025-03-30T00:00:00Z,Central Back,null,2898.391996575329,6,0,184,79,1997-06-22
37191,period_2300,BP 2704,activity_1589,2025-04-09T00:00:00Z,Central Back,null,816.9293516618221,4,0,184,79,1997-06-22
37191,period_473,TEC 7376,activity_911,2025-04-03T00:00:00Z,Central Back,null,187.81518767627375,0,0,184,79,1997-06-22
37191,period_1872,TAC 7525,activity_4335,2025-05-03T00:00:00Z,Central Back,null,735.5530940268862,3,0,184,79,1997-06-22
37191,period_830,TAC 2528,activity_477,2025-04-30T00:00:00Z,Central Back,null,815.4769282214165,7,0,184,79,1997-06-22
37191,period_3077,TAC 0133,activity_599,2025-04-15T00:00:00Z,Central Back,null,593.9392889179761,2,21.07800128497215,184,79,1997-06-22
37191,period_4443,BP 2351,activity_1555,2024-08-02T00:00:00Z,Central Back,null,733.0767065917412,2,0,184,79,1997-06-22
37191,period_3582,G 5931,activity_3243,2024-10-17T00:00:00Z,Central Back,null,649.1645845874447,0,0,184,79,1997-06-22
37191,period_4369,G 3164,activity_823,2025-05-01T00:00:00Z,Central Back,null,1382.9417625198055,7,8.40296680252022,184,79,1997-06-22
37191,period_3578,G 1960,activity_3638,2024-08-17T00:00:00Z,Central Back,null,1297.930734741611,7,2.048899504210214,184,79,1997-06-22
37191,period_1693,BP 8346,activity_477,2025-04-30T00:00:00Z,Central Back,null,582.9300179074164,2,0,184,79,1997-06-22
37191,period_1778,G 1960,activity_3623,2024-09-27T00:00:00Z,Central Back,null,957.2854624872608,5,10.384501136683705,184,79,1997-06-22
37191,period_2770,G 1960,activity_958,2024-07-26T00:00:00Z,Central Back,null,1607.4980558246652,5,16.903147651148178,184,79,1997-06-22
37191,period_4754,G 1960,activity_2366,2025-03-28T00:00:00Z,Central Back,null,1870.3656222970515,3,0,184,79,1997-06-22
37191,period_3087,BP 3930,activity_4067,2024-09-26T00:00:00Z,Central Back,null,921.8518662920558,1,0,184,79,1997-06-22
37191,period_174,BP 1031,activity_3243,2024-10-17T00:00:00Z,Central Back,null,542.4498151711755,0,0,184,79,1997-06-22
37191,period_4703,TAC 0133,activity_2574,2025-02-07T00:00:00Z,Central Back,null,1243.3295961125655,3,0,184,79,1997-06-22
37191,period_4611,TAC 0133,activity_1859,2025-03-31T00:00:00Z,Central Back,null,1423.5810516887723,2,0,184,79,1997-06-22
37191,period_3988,BP 8299,activity_3516,2025-04-24T00:00:00Z,Central Back,null,479.8582375788944,0,0,184,79,1997-06-22
37191,period_2175,BP 2351,activity_2366,2025-03-28T00:00:00Z,Central Back,null,299.2693924604215,1,0,184,79,1997-06-22
37191,period_3678,G 1960,activity_3907,2025-05-08T00:00:00Z,Central Back,null,1985.5353628812074,4,0,184,79,1997-06-22
37191,period_439,BP 3178,activity_1022,2025-04-18T00:00:00Z,Central Back,null,1320.2400774803152,3,0,184,79,1997-06-22
37191,period_4366,G 1960,activity_4407,2025-04-04T00:00:00Z,Central Back,null,896.088855898332,3,43.18815378079517,184,79,1997-06-22
37191,period_2155,TAC 0133,activity_3105,2025-01-18T00:00:00Z,Central Back,null,3062.7773253062783,7,0,184,79,1997-06-22
37191,period_2331,BP 7816,activity_1389,2024-12-16T00:00:00Z,Central Back,null,570.0994946354176,2,49.20546251038678,184,79,1997-06-22
37191,period_1945,G 1960,activity_4651,2024-07-19T00:00:00Z,Central Back,null,2387.089293194683,4,43.58697536060877,184,79,1997-06-22
37191,period_315,BP 3884,activity_1431,2025-01-30T00:00:00Z,Central Back,null,1097.7221745025947,2,0,184,79,1997-06-22
37191,period_1962,TEC 1080,activity_958,2024-07-26T00:00:00Z,Central Back,null,472.2673520723978,0,0,184,79,1997-06-22
37191,period_1585,TAC 0133,activity_2593,2024-10-18T00:00:00Z,Central Back,null,1711.2625319585395,1,0,184,79,1997-06-22
37191,period_4247,G 3164,activity_3907,2025-05-08T00:00:00Z,Central Back,null,1432.3983626098739,3,0,184,79,1997-06-22
37191,period_1230,null,activity_939,2025-05-24T00:00:00Z,Central Back,1,1448.15710647698,3,0,184,79,1997-06-22
37191,period_465,null,activity_1565,2025-05-14T00:00:00Z,Central Back,1,400.6268673643464,1,0,184,79,1997-06-22
37191,period_4744,null,activity_461,2025-05-18T00:00:00Z,Central Back,1,792.4439077229359,5,0,184,79,1997-06-22
37191,period_2516,null,activity_830,2024-08-01T00:00:00Z,Central Back,1,1202.1560702629158,3,0,184,79,1997-06-22
37191,period_789,null,activity_4496,2024-09-24T00:00:00Z,Central Back,1,534.2052773661675,4,0,184,79,1997-06-22
37191,period_1866,G 3218,activity_1501,2024-10-07T00:00:00Z,Central Back,null,1160.0386794645149,12,6.141524401803296,184,79,1997-06-22
37191,period_4800,G 4139,activity_1431,2025-01-30T00:00:00Z,Central Back,null,1338.2147714630323,6,0,184,79,1997-06-22
37191,period_1093,G 1960,activity_599,2025-04-15T00:00:00Z,Central Back,null,3576.669788560831,2,0,184,79,1997-06-22
37191,period_3564,G 3218,activity_1061,2024-12-31T00:00:00Z,Central Back,null,1326.6913072477646,6,18.547934079664405,184,79,1997-06-22
37191,period_2876,TAC 0133,activity_486,2024-08-11T00:00:00Z,Central Back,null,1479.0548647452408,3,17.56074477064109,184,79,1997-06-22
37191,period_2758,TAC 7525,activity_4744,2025-05-09T00:00:00Z,Central Back,null,1134.850099411773,0,6.418651219612763,184,79,1997-06-22
37191,period_551,BP 1849,activity_1501,2024-10-07T00:00:00Z,Central Back,null,430.6872961692286,2,0,184,79,1997-06-22
37191,period_4489,G 8281,activity_4067,2024-09-26T00:00:00Z,Central Back,null,1934.8298786677126,1,2.1256626357114987,184,79,1997-06-22
37191,period_298,BP 5787,activity_4251,2025-05-21T00:00:00Z,Central Back,null,1847.95590938662,0,3.270499492623368,184,79,1997-06-22
37191,period_4249,TEC 5341,activity_1060,2025-02-21T00:00:00Z,Central Back,null,304.7088065262789,3,0,184,79,1997-06-22
37191,period_1612,G 9283,activity_3073,2025-05-06T00:00:00Z,Central Back,null,559.269983203495,10,0,184,79,1997-06-22
37191,period_4157,G 1960,activity_4699,2024-07-30T00:00:00Z,Central Back,null,1278.8045618879437,7,0,184,79,1997-06-22
37191,period_1682,TEC 5667,activity_202,2025-03-30T00:00:00Z,Central Back,null,209.7929718171104,0,0,184,79,1997-06-22
37191,period_464,G 7940,activity_4655,2025-04-06T00:00:00Z,Central Back,null,2141.9943104139697,4,0.0016670561420284134,184,79,1997-06-22
37191,period_4726,G 3218,activity_1022,2025-04-18T00:00:00Z,Central Back,null,828.5714608819004,6,26.191974966756103,184,79,1997-06-22
37191,period_2558,G 1960,activity_3040,2025-05-13T00:00:00Z,Central Back,null,1010.2186952446032,5,9.530353195804372,184,79,1997-06-22
37191,period_3206,BP 1615,activity_1061,2024-12-31T00:00:00Z,Central Back,null,473.6767261794464,2,0,184,79,1997-06-22
37191,period_1415,TAC 5940,activity_1415,2025-05-07T00:00:00Z,Central Back,null,699.3943770950242,12,0,184,79,1997-06-22
37191,period_934,TAC 2764,activity_3073,2025-05-06T00:00:00Z,Central Back,null,1410.744879324982,3,13.555460102242757,184,79,1997-06-22
37191,period_650,TAC 0133,activity_3357,2025-04-25T00:00:00Z,Central Back,null,1035.5875771931494,6,0,184,79,1997-06-22
37191,period_2158,G 1960,activity_1859,2025-03-31T00:00:00Z,Central Back,null,697.5526764244502,3,0,184,79,1997-06-22
37191,period_2896,G 5146,activity_4764,2025-04-14T00:00:00Z,Central Back,null,1693.7730751321942,12,45.31604755032085,184,79,1997-06-22
37191,period_3250,G 1960,activity_2877,2025-04-22T00:00:00Z,Central Back,null,972.6669638555288,7,0,184,79,1997-06-22
37191,period_1708,G 1960,activity_2574,2025-02-07T00:00:00Z,Central Back,null,1163.48572683639,8,0,184,79,1997-06-22
37191,period_3309,G 8095,activity_4690,2025-04-21T00:00:00Z,Central Back,null,673.5337845181665,11,10.641551753750003,184,79,1997-06-22
37191,period_3308,TEC 5341,activity_1589,2025-04-09T00:00:00Z,Central Back,null,330.1021389468831,1,0,184,79,1997-06-22
37191,period_3591,BP 2351,activity_599,2025-04-15T00:00:00Z,Central Back,null,789.7068838954058,0,22.662436428227156,184,79,1997-06-22
37191,period_2614,TAC 0133,activity_96,2025-02-25T00:00:00Z,Central Back,null,1257.9275603696278,1,27.270545556937634,184,79,1997-06-22
37191,period_4590,BP 5787,activity_1554,2025-03-27T00:00:00Z,Central Back,null,337.6561512135355,3,0,184,79,1997-06-22
37191,period_2985,BP 4893,activity_3943,2024-08-10T00:00:00Z,Central Back,null,712.3059495042958,5,0,184,79,1997-06-22
37191,period_4208,BP 1331,activity_4690,2025-04-21T00:00:00Z,Central Back,null,1036.7614915411536,1,0,184,79,1997-06-22
37191,period_75,TEC 9696,activity_4208,2025-05-02T00:00:00Z,Central Back,null,216.13433625092105,4,0,184,79,1997-06-22
37191,period_2390,TAC 0133,activity_1951,2025-04-19T00:00:00Z,Central Back,null,1687.839871336851,1,0,184,79,1997-06-22
37191,period_3868,BP 5376,activity_4690,2025-04-21T00:00:00Z,Central Back,null,401.497049680057,7,0,184,79,1997-06-22
37191,period_2108,TAC 0133,activity_4407,2025-04-04T00:00:00Z,Central Back,null,5945.01847812323,0,36.30342582205833,184,79,1997-06-22
37191,period_4540,G 5931,activity_823,2025-05-01T00:00:00Z,Central Back,null,1568.9598352251535,8,1.3404376033224434,184,79,1997-06-22
37191,period_1196,TAC 7101,activity_2160,2024-07-29T00:00:00Z,Central Back,null,327.6490447647635,0,15.695041357653317,184,79,1997-06-22
37191,period_432,TEC 9696,activity_2516,2025-04-10T00:00:00Z,Central Back,null,274.24590968106753,0,0,184,79,1997-06-22
37191,period_3468,G 1960,activity_75,2025-02-22T00:00:00Z,Central Back,null,1272.487882526307,2,4.280893289669046,184,79,1997-06-22
37191,period_2180,TAC 0133,activity_1415,2025-05-07T00:00:00Z,Central Back,null,1398.5641659081998,5,0,184,79,1997-06-22
37191,period_26,G 8281,activity_1060,2025-02-21T00:00:00Z,Central Back,null,1693.0671007797107,9,2.1664751763651853,184,79,1997-06-22
37191,period_2071,G 1960,activity_3493,2025-05-10T00:00:00Z,Central Back,null,1496.0078195811975,3,31.541444068017015,184,79,1997-06-22
88732,period_350,TAC 0133,activity_3943,2024-08-10T00:00:00Z,Full Back,null,760.1418621530522,0,0,173,74,1992-03-18
88732,period_1862,BP 6247,activity_2249,2024-08-08T00:00:00Z,Full Back,null,317.6993701750825,8,8.72574515673864,173,74,1992-03-18
88732,period_1493,TAC 0133,activity_4436,2024-08-23T00:00:00Z,Full Back,null,1230.8254365301746,4,0,173,74,1992-03-18
88732,period_4489,G 8281,activity_4067,2024-09-26T00:00:00Z,Full Back,null,690.970544320529,8,12.956489217442334,173,74,1992-03-18
88732,period_3812,G 1960,activity_4436,2024-08-23T00:00:00Z,Full Back,null,1296.26468720513,10,27.096541732834588,173,74,1992-03-18
88732,period_190,G 3218,activity_4067,2024-09-26T00:00:00Z,Full Back,null,1410.7249229950896,3,25.011501565103263,173,74,1992-03-18
88732,period_4270,G 7015,activity_486,2024-08-11T00:00:00Z,Full Back,null,2263.2725716564414,2,0,173,74,1992-03-18
88732,period_2985,BP 4893,activity_3943,2024-08-10T00:00:00Z,Full Back,null,1000.1135353516916,7,0,173,74,1992-03-18
88732,period_3087,BP 3930,activity_4067,2024-09-26T00:00:00Z,Full Back,null,1699.8889416012842,4,0,173,74,1992-03-18
88732,period_3707,G 1960,activity_4304,2024-09-13T00:00:00Z,Full Back,null,2041.3257672540228,7,0,173,74,1992-03-18
88732,period_2474,TAC 3056,activity_4436,2024-08-23T00:00:00Z,Full Back,null,1159.1868318878105,5,0,173,74,1992-03-18
88732,period_1612,TEC 5341,activity_2249,2024-08-08T00:00:00Z,Full Back,null,290.79000674712813,9,0,173,74,1992-03-18
88732,period_2876,TAC 0133,activity_486,2024-08-11T00:00:00Z,Full Back,null,1488.6741381926174,5,0,173,74,1992-03-18
88732,period_1764,TAC 0133,activity_4304,2024-09-13T00:00:00Z,Full Back,null,1290.7478539463314,2,5.078878860682868,173,74,1992-03-18
88732,period_3105,null,activity_1093,2024-09-29T00:00:00Z,Full Back,1,2222.1737925190387,7,17.14713106878262,173,74,1992-03-18
88732,period_1389,null,activity_3352,2024-08-18T00:00:00Z,Full Back,1,837.4095912459502,8,37.27630818885669,173,74,1992-03-18
88732,period_2423,null,activity_4443,2024-08-25T00:00:00Z,Full Back,1,1319.8687889710784,4,20.72374263614716,173,74,1992-03-18
88732,period_4651,null,activity_1493,2024-09-01T00:00:00Z,Full Back,1,1792.3900570457804,8,22.16716773222345,173,74,1992-03-18
88732,period_4335,null,activity_2300,2024-08-29T00:00:00Z,Full Back,1,1524.8027844262033,9,0,173,74,1992-03-18
88732,period_4655,null,activity_1778,2024-09-21T00:00:00Z,Full Back,1,1386.041286200247,11,36.1780701903905,173,74,1992-03-18
88732,period_4304,null,activity_865,2024-10-05T00:00:00Z,Full Back,1,2517.5325294058575,10,41.258763246431855,173,74,1992-03-18
88732,period_4699,null,activity_929,2024-10-02T00:00:00Z,Full Back,1,322.33273388127526,8,1.946701068826479,173,74,1992-03-18
88732,period_3385,null,activity_3285,2024-09-17T00:00:00Z,Full Back,1,1140.9750183707283,6,34.730518635668965,173,74,1992-03-18
88732,period_2060,null,activity_4216,2024-09-14T00:00:00Z,Full Back,1,1195.9721201975447,7,0,173,74,1992-03-18
88732,period_3578,G 1960,activity_3638,2024-08-17T00:00:00Z,Full Back,null,1701.293026603816,3,13.589721455574042,173,74,1992-03-18
88732,period_1819,G 1960,activity_4433,2024-08-28T00:00:00Z,Full Back,null,4100.712744046179,5,0,173,74,1992-03-18
88732,period_663,G 0184,activity_2249,2024-08-08T00:00:00Z,Full Back,null,1604.5132503282464,10,0,173,74,1992-03-18
88732,period_1778,G 1960,activity_3623,2024-09-27T00:00:00Z,Full Back,null,2765.571277376109,6,10.601246483279613,173,74,1992-03-18
88732,period_3998,TAC 0133,activity_4433,2024-08-28T00:00:00Z,Full Back,null,891.0876787239421,2,27.844838307995364,173,74,1992-03-18
88732,period_1284,TAC 3056,activity_4436,2024-08-23T00:00:00Z,Full Back,null,1261.465813261318,5,35.28969373061449,173,74,1992-03-18
88732,period_2586,TAC 5940,activity_3532,2024-09-16T00:00:00Z,Full Back,null,953.6426634840442,11,33.834227766033024,173,74,1992-03-18
88732,period_362,TAC 0133,activity_4436,2024-08-23T00:00:00Z,Full Back,null,1815.7109146854727,2,0,173,74,1992-03-18
88732,period_2249,G 3863,activity_789,2024-08-22T00:00:00Z,Full Back,null,1225.6337194352188,3,0,173,74,1992-03-18
88732,period_4782,TAC 0133,activity_3638,2024-08-17T00:00:00Z,Full Back,null,1009.8617498285726,5,0,173,74,1992-03-18
88732,period_4037,G 7015,activity_486,2024-08-11T00:00:00Z,Full Back,null,963.8926096021646,4,15.64024039412868,173,74,1992-03-18
88732,period_3070,G 1960,activity_3532,2024-09-16T00:00:00Z,Full Back,null,1829.624222484545,4,60.898665718060954,173,74,1992-03-18
88732,period_1061,TAC 0133,activity_3623,2024-09-27T00:00:00Z,Full Back,null,602.9703147976163,6,86.4980871310345,173,74,1992-03-18
88732,period_1192,BP 2351,activity_789,2024-08-22T00:00:00Z,Full Back,null,226.169034166175,5,0,173,74,1992-03-18
88732,period_1923,TEC 5341,activity_4436,2024-08-23T00:00:00Z,Full Back,null,239.1382123418699,0,0,173,74,1992-03-18
